track_id,name,composer,album_id,media_type_id,genre_id,milliseconds,bytes,unit_price
431,The Invisible Man,Queen,36,1,1,238994,7920353,0.99
432,Hammer To Fall,Brian May,36,1,1,220316,7255404,0.99
433,Friends Will Be Friends,Freddie Mercury & John Deacon,36,1,1,248920,8114582,0.99
434,The Show Must Go On,Queen,36,1,1,263784,8526760,0.99
435,One Vision,Queen,36,1,1,242599,7936928,0.99
436,Detroit Rock City,"Paul Stanley, B. Ezrin",37,1,1,218880,7146372,0.99
437,Black Diamond,Paul Stanley,37,1,1,314148,10266007,0.99
438,Hard Luck Woman,Paul Stanley,37,1,1,216032,7109267,0.99
439,Sure Know Something,"Paul Stanley, Vincent Poncia",37,1,1,242468,7939886,0.99
440,Love Gun,Paul Stanley,37,1,1,196257,6424915,0.99
441,Deuce,Gene Simmons,37,1,1,185077,6097210,0.99
442,Goin' Blind,"Gene Simmons, S. Coronel",37,1,1,216215,7045314,0.99
443,Shock Me,Ace Frehley,37,1,1,227291,7529336,0.99
444,Do You Love Me,"Paul Stanley, B. Ezrin, K. Fowley",37,1,1,214987,6976194,0.99
445,She,"Gene Simmons, S. Coronel",37,1,1,248346,8229734,0.99
446,I Was Made For Loving You,"Paul Stanley, Vincent Poncia, Desmond Child",37,1,1,271360,9018078,0.99
447,Shout It Out Loud,"Paul Stanley, Gene Simmons, B. Ezrin",37,1,1,219742,7194424,0.99
448,God Of Thunder,Paul Stanley,37,1,1,255791,8309077,0.99
449,Calling Dr. Love,Gene Simmons,37,1,1,225332,7395034,0.99
450,Beth,"S. Penridge, Bob Ezrin, Peter Criss",37,1,1,166974,5360574,0.99
451,Strutter,"Paul Stanley, Gene Simmons",37,1,1,192496,6317021,0.99
452,Rock And Roll All Nite,"Paul Stanley, Gene Simmons",37,1,1,173609,5735902,0.99
453,Cold Gin,Ace Frehley,37,1,1,262243,8609783,0.99
454,Plaster Caster,Gene Simmons,37,1,1,207333,6801116,0.99
455,God Gave Rock 'n' Roll To You,"Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin",37,1,1,320444,10441590,0.99
456,Heart of the Night,,38,1,2,273737,9098263,0.99
457,De La Luz,,38,1,2,315219,10518284,0.99
458,Westwood Moon,,38,1,2,295627,9765802,0.99
459,Midnight,,38,1,2,266866,8851060,0.99
460,Playtime,,38,1,2,273580,9070880,0.99
461,Surrender,,38,1,2,287634,9422926,0.99
462,Valentino's,,38,1,2,296124,9848545,0.99
463,Believe,,38,1,2,310778,10317185,0.99
464,As We Sleep,,38,1,2,316865,10429398,0.99
465,When Evening Falls,,38,1,2,298135,9863942,0.99
466,J Squared,,38,1,2,288757,9480777,0.99
467,Best Thing,,38,1,2,274259,9069394,0.99
468,Maria,Billie Joe Armstrong -Words Green Day -Music,39,1,4,167262,5484747,0.99
469,Poprocks And Coke,Billie Joe Armstrong -Words Green Day -Music,39,1,4,158354,5243078,0.99
470,Longview,Billie Joe Armstrong -Words Green Day -Music,39,1,4,234083,7714939,0.99
471,Welcome To Paradise,Billie Joe Armstrong -Words Green Day -Music,39,1,4,224208,7406008,0.99
472,Basket Case,Billie Joe Armstrong -Words Green Day -Music,39,1,4,181629,5951736,0.99
473,When I Come Around,Billie Joe Armstrong -Words Green Day -Music,39,1,4,178364,5839426,0.99
474,She,Billie Joe Armstrong -Words Green Day -Music,39,1,4,134164,4425128,0.99
475,J.A.R. (Jason Andrew Relva),Mike Dirnt -Words Green Day -Music,39,1,4,170997,5645755,0.99
476,Geek Stink Breath,Billie Joe Armstrong -Words Green Day -Music,39,1,4,135888,4408983,0.99
477,Brain Stew,Billie Joe Armstrong -Words Green Day -Music,39,1,4,193149,6305550,0.99
478,Jaded,Billie Joe Armstrong -Words Green Day -Music,39,1,4,90331,2950224,0.99
479,Walking Contradiction,Billie Joe Armstrong -Words Green Day -Music,39,1,4,151170,4932366,0.99
480,Stuck With Me,Billie Joe Armstrong -Words Green Day -Music,39,1,4,135523,4431357,0.99
481,Hitchin' A Ride,Billie Joe Armstrong -Words Green Day -Music,39,1,4,171546,5616891,0.99
482,Good Riddance (Time Of Your Life),Billie Joe Armstrong -Words Green Day -Music,39,1,4,153600,5075241,0.99
483,Redundant,Billie Joe Armstrong -Words Green Day -Music,39,1,4,198164,6481753,0.99
484,Nice Guys Finish Last,Billie Joe Armstrong -Words Green Day -Music,39,1,4,170187,5604618,0.99
485,Minority,Billie Joe Armstrong -Words Green Day -Music,39,1,4,168803,5535061,0.99
486,Warning,Billie Joe Armstrong -Words Green Day -Music,39,1,4,221910,7343176,0.99
487,Waiting,Billie Joe Armstrong -Words Green Day -Music,39,1,4,192757,6316430,0.99
488,Macy's Day Parade,Billie Joe Armstrong -Words Green Day -Music,39,1,4,213420,7075573,0.99
489,Into The Light,David Coverdale,40,1,1,76303,2452653,0.99
490,River Song,David Coverdale,40,1,1,439510,14359478,0.99
491,She Give Me ...,David Coverdale,40,1,1,252551,8385478,0.99
492,Don't You Cry,David Coverdale,40,1,1,347036,11269612,0.99
493,Love Is Blind,David Coverdale/Earl Slick,40,1,1,344999,11409720,0.99
494,Slave,David Coverdale/Earl Slick,40,1,1,291892,9425200,0.99
495,Cry For Love,Bossi/David Coverdale/Earl Slick,40,1,1,293015,9567075,0.99
496,Living On Love,Bossi/David Coverdale/Earl Slick,40,1,1,391549,12785876,0.99
497,Midnight Blue,David Coverdale/Earl Slick,40,1,1,298631,9750990,0.99
498,Too Many Tears,Adrian Vanderberg/David Coverdale,40,1,1,359497,11810238,0.99
499,Don't Lie To Me,David Coverdale/Earl Slick,40,1,1,283585,9288007,0.99
500,Wherever You May Go,David Coverdale,40,1,1,239699,7803074,0.99
501,Grito De Alerta,Gonzaga Jr.,41,1,7,202213,6539422,0.99
505,Sangrando,Gonzaga Jr/Gonzaguinha,41,1,7,169717,5494406,0.99
507,Lindo Lago Do Amor,Gonzaga Jr.,41,1,7,249678,8353191,0.99
509,Com A Perna No Mundo,Gonzaga Jr.,41,1,7,227448,7747108,0.99
511,Um Homem Também Chora (Guerreiro Menino),,41,1,7,207229,6854219,0.99
512,Comportamento Geral,Gonzaga Jr,41,1,7,181577,5997444,0.99
514,"Espere Por Mim, Morena",Gonzaguinha,41,1,7,207072,6796523,0.99
515,Meia-Lua Inteira,,23,1,7,222093,7466288,0.99
516,Voce e Linda,,23,1,7,242938,8050268,0.99
517,Um Indio,,23,1,7,195944,6453213,0.99
518,Podres Poderes,,23,1,7,259761,8622495,0.99
519,Voce Nao Entende Nada - Cotidiano,,23,1,7,421982,13885612,0.99
520,O Estrangeiro,,23,1,7,374700,12472890,0.99
521,Menino Do Rio,,23,1,7,147670,4862277,0.99
522,Qualquer Coisa,,23,1,7,193410,6372433,0.99
523,Sampa,,23,1,7,185051,6151831,0.99
524,Queixa,,23,1,7,299676,9953962,0.99
525,O Leaozinho,,23,1,7,184398,6098150,0.99
526,Fora Da Ordem,,23,1,7,354011,11746781,0.99
527,Terra,,23,1,7,401319,13224055,0.99
528,"Alegria, Alegria",,23,1,7,169221,5497025,0.99
529,Balada Do Louco,Arnaldo Baptista - Rita Lee,42,1,4,241057,7852328,0.99
531,Top Top,Os Mutantes - Arnolpho Lima Filho,42,1,4,146938,4875374,0.99
532,Baby,Caetano Veloso,42,1,4,177188,5798202,0.99
533,A E O Z,Mutantes,42,1,4,518556,16873005,0.99
534,Panis Et Circenses,Caetano Veloso - Gilberto Gil,42,1,4,125152,4069688,0.99
537,Bat Macumba,Gilberto Gil - Caetano Veloso,42,1,4,187794,6295223,0.99
538,Desculpe Babe,Arnaldo Baptista - Rita Lee,42,1,4,170422,5637959,0.99
543,Burn,Coverdale/Lord/Paice,43,1,1,453955,14775708,0.99
544,Stormbringer,Coverdale,43,1,1,277133,9050022,0.99
545,Gypsy,Coverdale/Hughes/Lord/Paice,43,1,1,339173,11046952,0.99
546,Lady Double Dealer,Coverdale,43,1,1,233586,7608759,0.99
547,Mistreated,Coverdale,43,1,1,758648,24596235,0.99
548,Smoke On The Water,Gillan/Glover/Lord/Paice,43,1,1,618031,20103125,0.99
549,You Fool No One,Coverdale/Lord/Paice,43,1,1,804101,26369966,0.99
550,Custard Pie,Jimmy Page/Robert Plant,44,1,1,253962,8348257,0.99
551,The Rover,Jimmy Page/Robert Plant,44,1,1,337084,11011286,0.99
552,In My Time Of Dying,John Bonham/John Paul Jones,44,1,1,666017,21676727,0.99
553,Houses Of The Holy,Jimmy Page/Robert Plant,44,1,1,242494,7972503,0.99
554,Trampled Under Foot,John Paul Jones,44,1,1,336692,11154468,0.99
555,Kashmir,John Bonham,44,1,1,508604,16686580,0.99
556,Imperatriz,Guga/Marquinho Lessa/Tuninho Professor,45,1,7,339173,11348710,0.99
557,Beija-Flor,Caruso/Cleber/Deo/Osmar,45,1,7,327000,10991159,0.99
558,Viradouro,Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto,45,1,7,344320,11484362,0.99
559,Mocidade,"Domenil/J. Brito/Joaozinho/Rap, Marcelo Do",45,1,7,261720,8817757,0.99
560,Unidos Da Tijuca,"Douglas/Neves, Vicente Das/Silva, Gilmar L./Toninho Gentil/Wantuir",45,1,7,338834,11440689,0.99
561,Salgueiro,"Augusto/Craig Negoescu/Rocco Filho/Saara, Ze Carlos Da",45,1,7,305920,10294741,0.99
565,Portela,Flavio Bororo/Paulo Apparicio/Wagner Alves/Zeca Sereno,45,1,7,319608,10712216,0.99
566,Caprichosos,Gule/Jorge 101/Lequinho/Luiz Piao,45,1,7,351320,11870956,0.99
569,Tuiuti,"Claudio Martins/David Lima/Kleber Rodrigues/Livre, Cesare Som",45,1,7,259657,8749492,0.99
570,(Da Le) Yaleo,Santana,46,1,1,353488,11769507,0.99
571,Love Of My Life,Carlos Santana & Dave Matthews,46,1,1,347820,11634337,0.99
572,Put Your Lights On,E. Shrody,46,1,1,285178,9394769,0.99
573,Africa Bamba,"I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo",46,1,1,282827,9492487,0.99
574,Smooth,M. Itaal Shur & Rob Thomas,46,1,1,298161,9867455,0.99
575,Do You Like The Way,L. Hill,46,1,1,354899,11741062,0.99
576,Maria Maria,"W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow",46,1,1,262635,8664601,0.99
577,Migra,"R. Taha, Carlos Santana & T. Lindsay",46,1,1,329064,10963305,0.99
578,Corazon Espinado,F. Olivera,46,1,1,276114,9206802,0.99
579,Wishing It Was,"Eale-Eye Cherry, M. Simpson, J. King & M. Nishita",46,1,1,292832,9771348,0.99
580,El Farol,Carlos Santana & KC Porter,46,1,1,291160,9599353,0.99
581,Primavera,KC Porter & JB Eckl,46,1,1,378618,12504234,0.99
582,The Calling,Carlos Santana & C. Thompson,46,1,1,747755,24703884,0.99
584,Manuel,,47,1,7,230269,7677671,0.99
586,Um Contrato Com Deus,,47,1,7,202501,6636465,0.99
587,Um Jantar Pra Dois,,47,1,7,244009,8021589,0.99
588,Vamos Dançar,,47,1,7,226194,7617432,0.99
589,Um Love,,47,1,7,181603,6095524,0.99
590,Seis Da Tarde,,47,1,7,238445,7935898,0.99
591,Baixo Rio,,47,1,7,198008,6521676,0.99
592,Sombras Do Meu Destino,,47,1,7,280685,9161539,0.99
593,Do You Have Other Loves?,,47,1,7,295235,9604273,0.99
594,Agora Que O Dia Acordou,,47,1,7,323213,10572752,0.99
596,A Rua,,47,1,7,238027,7930264,0.99
597,Now's The Time,Miles Davis,48,1,2,197459,6358868,0.99
598,Jeru,Miles Davis,48,1,2,193410,6222536,0.99
599,Compulsion,Miles Davis,48,1,2,345025,11254474,0.99
600,Tempus Fugit,Miles Davis,48,1,2,231784,7548434,0.99
601,Walkin',Miles Davis,48,1,2,807392,26411634,0.99
602,'Round Midnight,Miles Davis,48,1,2,357459,11590284,0.99
603,Bye Bye Blackbird,Miles Davis,48,1,2,476003,15549224,0.99
604,New Rhumba,Miles Davis,48,1,2,277968,9018024,0.99
605,Generique,Miles Davis,48,1,2,168777,5437017,0.99
606,Summertime,Miles Davis,48,1,2,200437,6461370,0.99
607,So What,Miles Davis,48,1,2,564009,18360449,0.99
608,The Pan Piper,Miles Davis,48,1,2,233769,7593713,0.99
609,Someday My Prince Will Come,Miles Davis,48,1,2,544078,17890773,0.99
610,My Funny Valentine (Live),Miles Davis,49,1,2,907520,29416781,0.99
611,E.S.P.,Miles Davis,49,1,2,330684,11079866,0.99
612,Nefertiti,Miles Davis,49,1,2,473495,15478450,0.99
613,Petits Machins (Little Stuff),Miles Davis,49,1,2,487392,16131272,0.99
614,Miles Runs The Voodoo Down,Miles Davis,49,1,2,843964,27967919,0.99
615,Little Church (Live),Miles Davis,49,1,2,196101,6273225,0.99
616,Black Satin,Miles Davis,49,1,2,316682,10529483,0.99
617,Jean Pierre (Live),Miles Davis,49,1,2,243461,7955114,0.99
618,Time After Time,Miles Davis,49,1,2,220734,7292197,0.99
619,Portia,Miles Davis,49,1,2,378775,12520126,0.99
620,Space Truckin',Blackmore/Gillan/Glover/Lord/Paice,50,1,1,1196094,39267613,0.99
621,Going Down / Highway Star,Gillan/Glover/Lord/Nix - Blackmore/Paice,50,1,1,913658,29846063,0.99
622,Mistreated (Alternate Version),Blackmore/Coverdale,50,1,1,854700,27775442,0.99
623,You Fool No One (Alternate Version),Blackmore/Coverdale/Lord/Paice,50,1,1,763924,24887209,0.99
624,Jeepers Creepers,,51,1,2,185965,5991903,0.99
625,Blue Rythm Fantasy,,51,1,2,348212,11204006,0.99
626,Drum Boogie,,51,1,2,191555,6185636,0.99
627,Let Me Off Uptown,,51,1,2,187637,6034685,0.99
628,Leave Us Leap,,51,1,2,182726,5898810,0.99
629,Opus No.1,,51,1,2,179800,5846041,0.99
630,Boogie Blues,,51,1,2,204199,6603153,0.99
631,How High The Moon,,51,1,2,201430,6529487,0.99
632,Disc Jockey Jump,,51,1,2,193149,6260820,0.99
633,Up An' Atom,,51,1,2,179565,5822645,0.99
634,Bop Boogie,,51,1,2,189596,6093124,0.99
635,Lemon Drop,,51,1,2,194089,6287531,0.99
636,Coronation Drop,,51,1,2,176222,5899898,0.99
637,Overtime,,51,1,2,163030,5432236,0.99
638,Imagination,,51,1,2,289306,9444385,0.99
639,Don't Take Your Love From Me,,51,1,2,282331,9244238,0.99
640,Midget,,51,1,2,217025,7257663,0.99
641,I'm Coming Virginia,,51,1,2,280163,9209827,0.99
642,Payin' Them Dues Blues,,51,1,2,198556,6536918,0.99
643,Jungle Drums,,51,1,2,199627,6546063,0.99
644,Showcase,,51,1,2,201560,6697510,0.99
645,Swedish Schnapps,,51,1,2,191268,6359750,0.99
649,Samba Da Volta,,52,1,11,170631,5676090,0.99
650,Canto De Ossanha,,52,1,11,204956,6771624,0.99
652,Formosa,,52,1,11,137482,4560873,0.99
654,Minha Namorada,,52,1,11,244297,7927967,0.99
655,Por Que Será,,52,1,11,162142,5371483,0.99
656,Berimbau,,52,1,11,190667,6335548,0.99
657,Deixa,,52,1,11,179826,5932799,0.99
660,Carta Ao Tom 74,,52,1,11,162560,5382354,0.99
664,Marina (Dorival Caymmi),,53,1,7,172643,5523628,0.99
665,Aquarela (Toquinho),,53,1,7,259944,8480140,0.99
667,Dona (Roupa Nova),,53,1,7,243356,7991295,0.99
670,Romaria (Renato Teixeira),,53,1,7,244793,8033885,0.99
672,Wave (Os Cariocas),,53,1,7,130063,4298006,0.99
673,Garota de Ipanema (Dick Farney),,53,1,7,174367,5767474,0.99
675,Susie Q,Hawkins-Lewis-Broadwater,54,1,1,275565,9043825,0.99
676,I Put A Spell On You,Jay Hawkins,54,1,1,272091,8943000,0.99
677,Proud Mary,J. C. Fogerty,54,1,1,189022,6229590,0.99
678,Bad Moon Rising,J. C. Fogerty,54,1,1,140146,4609835,0.99
679,Lodi,J. C. Fogerty,54,1,1,191451,6260214,0.99
680,Green River,J. C. Fogerty,54,1,1,154279,5105874,0.99
681,Commotion,J. C. Fogerty,54,1,1,162899,5354252,0.99
682,Down On The Corner,J. C. Fogerty,54,1,1,164858,5521804,0.99
683,Fortunate Son,J. C. Fogerty,54,1,1,140329,4617559,0.99
684,Travelin' Band,J. C. Fogerty,54,1,1,129358,4270414,0.99
685,Who'll Stop The Rain,J. C. Fogerty,54,1,1,149394,4899579,0.99
686,Up Around The Bend,J. C. Fogerty,54,1,1,162429,5368701,0.99
687,Run Through The Jungle,J. C. Fogerty,54,1,1,186044,6156567,0.99
688,Lookin' Out My Back Door,J. C. Fogerty,54,1,1,152946,5034670,0.99
689,Long As I Can See The Light,J. C. Fogerty,54,1,1,213237,6924024,0.99
690,I Heard It Through The Grapevine,Whitfield-Strong,54,1,1,664894,21947845,0.99
691,Have You Ever Seen The Rain?,J. C. Fogerty,54,1,1,160052,5263675,0.99
692,Hey Tonight,J. C. Fogerty,54,1,1,162847,5343807,0.99
693,Sweet Hitch-Hiker,J. C. Fogerty,54,1,1,175490,5716603,0.99
694,Someday Never Comes,J. C. Fogerty,54,1,1,239360,7945235,0.99
695,Walking On The Water,J.C. Fogerty,55,1,1,281286,9302129,0.99
696,"Suzie-Q, Pt. 2",J.C. Fogerty,55,1,1,244114,7986637,0.99
697,Born On The Bayou,J.C. Fogerty,55,1,1,316630,10361866,0.99
698,Good Golly Miss Molly,J.C. Fogerty,55,1,1,163604,5348175,0.99
699,Tombstone Shadow,J.C. Fogerty,55,1,1,218880,7209080,0.99
700,Wrote A Song For Everyone,J.C. Fogerty,55,1,1,296385,9675875,0.99
701,Night Time Is The Right Time,J.C. Fogerty,55,1,1,190119,6211173,0.99
702,Cotton Fields,J.C. Fogerty,55,1,1,178181,5919224,0.99
703,It Came Out Of The Sky,J.C. Fogerty,55,1,1,176718,5807474,0.99
704,Don't Look Now,J.C. Fogerty,55,1,1,131918,4366455,0.99
705,The Midnight Special,J.C. Fogerty,55,1,1,253596,8297482,0.99
706,Before You Accuse Me,J.C. Fogerty,55,1,1,207804,6815126,0.99
707,My Baby Left Me,J.C. Fogerty,55,1,1,140460,4633440,0.99
708,Pagan Baby,J.C. Fogerty,55,1,1,385619,12713813,0.99
709,(Wish I Could) Hideaway,J.C. Fogerty,55,1,1,228466,7432978,0.99
710,It's Just A Thought,J.C. Fogerty,55,1,1,237374,7778319,0.99
711,Molina,J.C. Fogerty,55,1,1,163239,5390811,0.99
712,Born To Move,J.C. Fogerty,55,1,1,342804,11260814,0.99
713,Lookin' For A Reason,J.C. Fogerty,55,1,1,209789,6933135,0.99
714,Hello Mary Lou,J.C. Fogerty,55,1,1,132832,4476563,0.99
715,Gatas Extraordinárias,,56,1,7,212506,7095702,0.99
716,Brasil,,56,1,7,243696,7911683,0.99
717,Eu Sou Neguinha (Ao Vivo),,56,1,7,251768,8376000,0.99
718,Geração Coca-Cola (Ao Vivo),,56,1,7,228153,7573301,0.99
719,Lanterna Dos Afogados,,56,1,7,204538,6714582,0.99
722,Meu Mundo Fica Completo (Com Você),,56,1,7,247771,8322240,0.99
725,Vida Bandida (Ao Vivo),,56,1,7,192626,6360785,0.99
726,Palavras Ao Vento,,56,1,7,212453,7048676,0.99
728,Woman Is The Nigger Of The World (Ao Vivo),,56,1,7,298919,9724145,0.99
729,Juventude Transviada (Ao Vivo),,56,1,7,278622,9183808,0.99
730,Malandragem,,57,1,7,247588,8165048,0.99
731,O Segundo Sol,,57,1,7,252133,8335629,0.99
732,Smells Like Teen Spirit (Ao Vivo),,57,1,7,316865,10384506,0.99
733,E.C.T.,,57,1,7,227500,7571834,0.99
734,Todo Amor Que Houver Nesta Vida,,57,1,7,227160,7420347,0.99
739,Eleanor Rigby,,57,1,7,189466,6303205,0.99
740,Socorro,,57,1,7,258586,8549393,0.99
741,Blues Da Piedade,,57,1,7,257123,8472964,0.99
742,Rubens,,57,1,7,211853,7026317,0.99
744,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),,57,1,7,188473,6195854,0.99
745,Comin' Home,Bolin/Coverdale/Paice,58,1,1,235781,7644604,0.99
746,Lady Luck,Cook/Coverdale,58,1,1,168202,5501379,0.99
747,Gettin' Tighter,Bolin/Hughes,58,1,1,218044,7176909,0.99
748,Dealer,Bolin/Coverdale,58,1,1,230922,7591066,0.99
749,I Need Love,Bolin/Coverdale,58,1,1,263836,8701064,0.99
750,Drifter,Bolin/Coverdale,58,1,1,242834,8001505,0.99
751,Love Child,Bolin/Coverdale,58,1,1,188160,6173806,0.99
752,This Time Around / Owed to 'G' [instrumental],Bolin/Hughes/Lord,58,1,1,370102,11995679,0.99
753,You Keep On Moving,Coverdale/Hughes,58,1,1,319111,10447868,0.99
754,Speed King,"Blackmore, Gillan, Glover, Lord, Paice",59,1,1,264385,8587578,0.99
755,Bloodsucker,"Blackmore, Gillan, Glover, Lord, Paice",59,1,1,256261,8344405,0.99
756,Child In Time,"Blackmore, Gillan, Glover, Lord, Paice",59,1,1,620460,20230089,0.99
757,Flight Of The Rat,"Blackmore, Gillan, Glover, Lord, Paice",59,1,1,478302,15563967,0.99
758,Into The Fire,"Blackmore, Gillan, Glover, Lord, Paice",59,1,1,210259,6849310,0.99
759,Living Wreck,"Blackmore, Gillan, Glover, Lord, Paice",59,1,1,274886,8993056,0.99
760,Hard Lovin' Man,"Blackmore, Gillan, Glover, Lord, Paice",59,1,1,431203,13931179,0.99
761,Fireball,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",60,1,1,204721,6714807,0.99
762,No No No,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",60,1,1,414902,13646606,0.99
763,Strange Kind Of Woman,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",60,1,1,247092,8072036,0.99
764,Anyone's Daughter,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",60,1,1,284682,9354480,0.99
765,The Mule,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",60,1,1,322063,10638390,0.99
766,Fools,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",60,1,1,500427,16279366,0.99
767,No One Came,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",60,1,1,385880,12643813,0.99
768,Knocking At Your Back Door,"Richie Blackmore, Ian Gillian, Roger Glover",61,1,1,424829,13779332,0.99
769,Bad Attitude,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",61,1,1,307905,10035180,0.99
770,Child In Time (Son Of Aleric - Instrumental),"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",61,1,1,602880,19712753,0.99
771,Nobody's Home,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",61,1,1,243017,7929493,0.99
772,Black Night,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",61,1,1,368770,12058906,0.99
773,Perfect Strangers,"Richie Blackmore, Ian Gillian, Roger Glover",61,1,1,321149,10445353,0.99
774,The Unwritten Law,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",61,1,1,295053,9740361,0.99
775,Call Of The Wild,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",61,1,1,293851,9575295,0.99
776,Hush,South,61,1,1,213054,6944928,0.99
777,Smoke On The Water,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",61,1,1,464378,15180849,0.99
778,Space Trucking,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",61,1,1,341185,11122183,0.99
779,Highway Star,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,62,1,1,368770,12012452,0.99
780,Maybe I'm A Leo,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,62,1,1,290455,9502646,0.99
781,Pictures Of Home,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,62,1,1,303777,9903835,0.99
782,Never Before,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,62,1,1,239830,7832790,0.99
783,Smoke On The Water,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,62,1,1,340871,11246496,0.99
784,Lazy,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,62,1,1,442096,14397671,0.99
785,Space Truckin',Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,62,1,1,272796,8981030,0.99
